DATE,미국채10년금리,VIX지수,장단기금리차,신용스프레드,달러인덱스
1999-02-26,5.29,27.88,0.16,2.24,
1999-03-01,5.4,28.37,0.2,2.21,
1999-03-02,5.35,29.22,0.17,2.23,
1999-03-03,5.39,29.04,0.2,2.24,
1999-03-04,5.41,26.67,0.21,2.23,
1999-03-05,5.34,24.08,0.2,2.24,
1999-03-08,5.29,24.54,0.17,2.27,
1999-03-09,5.18,25.02,0.16,2.32,
1999-03-10,5.2,24.79,0.16,2.31,
1999-03-11,5.21,24.37,0.16,2.31,
1999-03-12,5.16,24.84,0.16,2.33,
1999-03-15,5.15,25.24,0.16,2.32,
1999-03-16,5.11,25.15,0.14,2.34,
1999-03-17,5.14,25.57,0.13,2.34,
1999-03-18,5.11,24.13,0.12,2.36,
1999-03-19,5.17,24.32,0.13,2.33,
1999-03-22,5.21,25.0,0.13,2.32,
1999-03-23,5.2,27.27,0.17,2.33,
1999-03-24,5.17,26.6,0.19,2.33,
1999-03-25,5.21,24.33,0.19,2.32,
1999-03-26,5.21,24.04,0.22,2.33,
1999-03-29,5.28,23.54,0.26,2.29,
1999-03-30,5.21,22.73,0.24,2.32,
1999-03-31,5.25,23.26,0.26,2.31,
1999-04-01,5.27,22.06,0.26,2.32,
1999-04-02,5.2,,0.24,2.33,
1999-04-05,5.2,22.19,0.24,2.32,
1999-04-06,5.13,22.65,0.2,2.34,
1999-04-07,5.14,22.81,0.21,2.33,
1999-04-08,5.03,22.59,0.17,2.37,
1999-04-09,5.05,21.77,0.17,2.35,
1999-04-12,5.06,21.93,0.13,2.34,
1999-04-13,5.12,22.73,0.18,2.31,
1999-04-14,5.13,24.94,0.18,2.31,
1999-04-15,5.18,23.93,0.21,2.27,
1999-04-16,5.23,23.9,0.21,2.27,
1999-04-19,5.18,26.42,0.19,2.29,
1999-04-20,5.16,25.02,0.21,2.29,
1999-04-21,5.17,23.31,0.18,2.29,
1999-04-22,5.25,22.62,0.2,2.27,
1999-04-23,5.26,22.76,0.22,2.26,
1999-04-26,5.23,23.53,0.19,2.27,
1999-04-27,5.22,23.36,0.18,2.26,
1999-04-28,5.27,24.4,0.25,2.23,
1999-04-29,5.22,25.06,0.27,2.24,
1999-04-30,5.36,25.07,0.28,2.22,
1999-05-03,5.38,24.15,0.3,2.2,
1999-05-04,5.42,25.62,0.3,2.21,
1999-05-05,5.4,25.19,0.31,2.21,
1999-05-06,5.52,27.44,0.33,2.17,
1999-05-07,5.54,25.36,0.35,2.17,
1999-05-10,5.54,26.62,0.39,2.13,
1999-05-11,5.59,25.62,0.4,2.12,
1999-05-12,5.51,26.13,0.32,2.19,
1999-05-13,5.41,25.02,0.29,2.2,
1999-05-14,5.62,26.86,0.32,2.12,
1999-05-17,5.66,27.28,0.35,2.09,
1999-05-18,5.68,27.26,0.3,2.11,
1999-05-19,5.6,25.08,0.23,2.14,
1999-05-20,5.6,24.46,0.25,2.21,
1999-05-21,5.52,24.4,0.22,2.23,
1999-05-24,5.5,27.62,0.22,2.27,
1999-05-25,5.49,28.9,0.19,2.27,
1999-05-26,5.55,27.57,0.22,2.24,
1999-05-27,5.62,28.12,0.19,2.19,
1999-05-28,5.64,25.39,0.22,2.18,
1999-06-01,5.78,26.62,0.24,2.12,
1999-06-02,5.8,26.21,0.25,2.1,
1999-06-03,5.8,26.2,0.26,2.12,
1999-06-04,5.82,23.43,0.26,2.12,
1999-06-07,5.81,23.78,0.25,2.13,
1999-06-08,5.83,24.02,0.26,2.13,
1999-06-09,5.87,23.9,0.26,2.1,
1999-06-10,5.92,25.32,0.26,2.09,
1999-06-11,6.02,25.9,0.32,2.07,
1999-06-14,5.98,26.51,0.32,2.08,
1999-06-15,5.98,25.91,0.32,2.09,
1999-06-16,5.94,22.4,0.33,2.11,
1999-06-17,5.79,21.95,0.3,2.15,
1999-06-18,5.84,21.75,0.28,2.13,
1999-06-21,5.9,21.81,0.28,2.12,
1999-06-22,5.94,21.7,0.29,2.12,
1999-06-23,6.0,21.32,0.3,2.1,
1999-06-24,6.05,23.06,0.3,2.1,
1999-06-25,6.02,21.76,0.29,2.13,
1999-06-28,5.96,22.63,0.28,2.13,
1999-06-29,5.93,22.51,0.25,2.12,
1999-06-30,5.81,21.09,0.28,2.18,
1999-07-01,5.85,19.69,0.27,2.13,
1999-07-02,5.82,18.66,0.24,2.14,
1999-07-06,5.88,20.73,0.24,2.12,
1999-07-07,5.92,20.35,0.28,2.08,
1999-07-08,5.85,20.24,0.26,2.11,
1999-07-09,5.84,17.96,0.23,2.11,
1999-07-12,5.74,19.73,0.21,2.12,
1999-07-13,5.71,19.95,0.21,2.14,
1999-07-14,5.74,19.71,0.19,2.13,
1999-07-15,5.72,18.68,0.19,2.15,
1999-07-16,5.68,17.42,0.18,2.17,
1999-07-19,5.66,19.07,0.2,2.19,
1999-07-20,5.65,21.79,0.22,2.19,
1999-07-21,5.66,21.46,0.21,2.24,
1999-07-22,5.78,23.05,0.26,2.18,
1999-07-23,5.84,23.32,0.26,2.18,
1999-07-26,5.86,24.98,0.25,2.16,
1999-07-27,5.82,23.23,0.26,2.17,
1999-07-28,5.81,22.85,0.27,2.18,
1999-07-29,5.88,24.52,0.26,2.2,
1999-07-30,5.92,24.64,0.29,2.19,
1999-08-02,5.92,25.59,0.27,2.19,
1999-08-03,5.95,26.27,0.3,2.19,
1999-08-04,5.96,27.4,0.32,2.16,
1999-08-05,5.88,27.01,0.33,2.19,
1999-08-06,6.02,26.6,0.33,2.19,
1999-08-09,6.13,27.66,0.34,2.14,
1999-08-10,6.16,28.45,0.37,2.13,
1999-08-11,6.05,25.39,0.29,2.21,
1999-08-12,6.08,25.03,0.3,2.22,
1999-08-13,5.98,22.31,0.27,2.26,
1999-08-16,5.98,23.07,0.23,2.21,
1999-08-17,5.89,21.67,0.21,2.24,
1999-08-18,5.88,23.3,0.22,2.24,
1999-08-19,5.9,24.39,0.24,2.23,
1999-08-20,5.88,22.95,0.23,2.23,
1999-08-23,5.89,22.55,0.23,2.21,
1999-08-24,5.85,22.4,0.2,2.25,
1999-08-25,5.73,20.96,0.2,2.27,
1999-08-26,5.75,21.21,0.19,2.27,
1999-08-27,5.85,21.83,0.2,2.24,
1999-08-30,5.95,24.63,0.22,2.23,
1999-08-31,5.98,24.45,0.25,2.23,
1999-09-01,5.99,22.93,0.25,2.23,
1999-09-02,6.03,24.53,0.29,2.24,
1999-09-03,5.89,20.98,0.25,2.28,
1999-09-07,5.95,23.44,0.26,2.26,
1999-09-08,5.93,23.82,0.26,2.27,
1999-09-09,5.97,23.01,0.26,2.26,
1999-09-10,5.89,22.03,0.25,2.27,
1999-09-13,5.92,22.89,0.26,2.27,
1999-09-14,5.96,23.77,0.25,2.25,
1999-09-15,5.94,24.56,0.27,2.25,
1999-09-16,5.9,25.25,0.27,2.26,
1999-09-17,5.87,23.3,0.24,2.28,
1999-09-20,5.91,24.03,0.24,2.28,
1999-09-21,5.94,25.65,0.27,2.27,
1999-09-22,5.92,25.19,0.25,2.28,
1999-09-23,5.87,27.84,0.24,2.33,
1999-09-24,5.75,27.79,0.2,2.41,
1999-09-27,5.83,26.4,0.21,2.38,
1999-09-28,5.89,26.06,0.24,2.35,
1999-09-29,5.97,26.49,0.29,2.31,
1999-09-30,5.9,25.41,0.27,2.3,
1999-10-01,6.0,24.93,0.27,2.26,
1999-10-04,5.95,24.46,0.25,2.28,
1999-10-05,6.02,24.79,0.24,2.27,
1999-10-06,6.04,22.06,0.23,2.24,
1999-10-07,6.05,23.58,0.23,2.24,
1999-10-08,6.04,20.49,0.24,2.26,
1999-10-12,6.07,22.84,0.25,2.28,
1999-10-13,6.12,25.96,0.25,2.29,
1999-10-14,6.17,26.05,0.27,2.28,
1999-10-15,6.09,28.75,0.27,2.31,
1999-10-18,6.12,28.19,0.27,2.31,
1999-10-19,6.18,26.56,0.26,2.25,
1999-10-20,6.19,23.9,0.25,2.24,
1999-10-21,6.2,24.02,0.27,2.27,
1999-10-22,6.21,21.64,0.25,2.25,
1999-10-25,6.22,23.6,0.24,2.25,
1999-10-26,6.24,24.26,0.22,2.24,
1999-10-27,6.19,24.2,0.25,2.26,
1999-10-28,6.12,21.34,0.25,2.26,
1999-10-29,6.02,22.2,0.23,2.28,
1999-11-01,6.06,22.09,0.23,2.27,
1999-11-02,6.04,23.1,0.23,2.26,
1999-11-03,6.01,23.16,0.22,2.27,
1999-11-04,5.95,23.0,0.21,2.28,
1999-11-05,5.92,21.66,0.2,2.27,
1999-11-08,5.95,21.87,0.21,2.25,
1999-11-09,5.97,22.7,0.2,2.16,
1999-11-10,6.0,22.26,0.19,2.13,
1999-11-12,5.93,21.65,0.15,2.13,
1999-11-15,5.94,22.74,0.15,2.09,
1999-11-16,5.97,20.73,0.12,2.04,
1999-11-17,6.04,20.96,0.14,2.04,
1999-11-18,6.06,19.76,0.16,2.04,
1999-11-19,6.07,19.11,0.15,2.02,
1999-11-22,6.09,19.98,0.14,2.03,
1999-11-23,6.08,21.0,0.15,2.04,
1999-11-24,6.09,20.26,0.12,2.02,
1999-11-26,6.12,22.33,0.13,2.01,
1999-11-29,6.21,23.57,0.17,1.99,
1999-11-30,6.18,24.18,0.17,1.99,
1999-12-01,6.21,22.23,0.17,1.97,
1999-12-02,6.24,21.77,0.18,1.95,
1999-12-03,6.17,19.32,0.18,1.96,
1999-12-06,6.16,20.58,0.18,1.96,
1999-12-07,6.11,21.09,0.16,1.97,
1999-12-08,6.15,21.25,0.17,1.95,
1999-12-09,6.14,21.19,0.18,1.95,
1999-12-10,6.08,21.48,0.15,1.95,
1999-12-13,6.11,21.72,0.15,1.95,
1999-12-14,6.22,23.06,0.15,1.94,
1999-12-15,6.25,22.03,0.15,1.93,
1999-12-16,6.31,21.91,0.16,1.93,
1999-12-17,6.3,21.35,0.15,1.93,
1999-12-20,6.36,23.78,0.15,1.91,
1999-12-21,6.38,22.66,0.17,1.92,
1999-12-22,6.39,22.43,0.15,1.89,
1999-12-23,6.41,21.12,0.17,1.88,
1999-12-27,6.4,23.07,0.19,1.86,
1999-12-28,6.43,22.97,0.2,1.85,
1999-12-29,6.4,23.09,0.19,1.84,
1999-12-30,6.39,24.76,0.2,1.84,
1999-12-31,6.45,24.64,0.21,1.73,
2000-01-03,6.58,24.21,0.2,1.69,
2000-01-04,6.49,27.01,0.19,1.72,
2000-01-05,6.62,26.41,0.24,1.67,
2000-01-06,6.57,25.73,0.22,1.67,
2000-01-07,6.52,21.72,0.21,1.7,
2000-01-10,6.57,21.71,0.19,1.7,
2000-01-11,6.67,22.5,0.22,1.69,
2000-01-12,6.72,22.84,0.23,1.68,
2000-01-13,6.63,21.71,0.23,1.75,
2000-01-14,6.69,19.66,0.25,1.73,
2000-01-18,6.75,21.5,0.28,1.72,
2000-01-19,6.73,21.72,0.27,1.7,
2000-01-20,6.79,21.75,0.3,1.66,
2000-01-21,6.79,20.82,0.31,1.63,
2000-01-24,6.69,24.07,0.26,1.67,
2000-01-25,6.7,23.02,0.26,1.63,
2000-01-26,6.69,23.03,0.24,1.59,
2000-01-27,6.68,23.54,0.17,1.55,
2000-01-28,6.66,26.14,0.08,1.6,
2000-01-31,6.68,24.95,0.07,1.68,
2000-02-01,6.62,23.45,0.02,1.65,
2000-02-02,6.6,23.12,-0.03,1.62,
2000-02-03,6.49,22.01,-0.07,1.64,
2000-02-04,6.53,21.54,-0.1,1.6,
2000-02-07,6.64,22.79,-0.04,1.66,
2000-02-08,6.59,21.25,-0.1,1.59,
2000-02-09,6.56,22.9,-0.13,1.7,
2000-02-10,6.67,23.07,0.0,1.72,
2000-02-11,6.63,24.42,-0.02,1.73,
2000-02-14,6.56,24.38,-0.06,1.74,
2000-02-15,6.56,22.92,-0.1,1.77,
2000-02-16,6.56,23.51,-0.07,1.79,
2000-02-17,6.58,23.17,-0.11,1.75,
2000-02-18,6.49,26.0,-0.17,1.82,
2000-02-22,6.36,25.86,-0.21,1.88,
2000-02-23,6.44,23.89,-0.17,1.84,
2000-02-24,6.36,24.38,-0.16,1.94,
2000-02-25,6.36,25.2,-0.09,1.99,
2000-02-28,6.37,24.68,-0.1,2.01,
2000-02-29,6.42,23.37,-0.11,1.91,
2000-03-01,6.39,21.64,-0.13,1.96,
2000-03-02,6.4,21.06,-0.12,1.95,
2000-03-03,6.39,19.21,-0.11,1.93,
2000-03-06,6.42,21.5,-0.13,1.91,
2000-03-07,6.39,24.31,-0.09,1.95,
2000-03-08,6.38,23.82,-0.12,1.98,
2000-03-09,6.35,22.21,-0.13,2.05,
2000-03-10,6.39,21.24,-0.16,2.09,
2000-03-13,6.36,22.85,-0.16,2.17,
2000-03-14,6.31,24.41,-0.17,2.15,
2000-03-15,6.29,22.34,-0.21,2.17,
2000-03-16,6.26,20.77,-0.24,2.16,
2000-03-17,6.2,22.37,-0.3,2.16,
2000-03-20,6.18,22.96,-0.34,2.14,
2000-03-21,6.13,21.7,-0.37,2.18,
2000-03-22,6.13,21.49,-0.37,2.2,
2000-03-23,6.08,22.26,-0.44,2.2,
2000-03-24,6.2,23.31,-0.44,2.13,
2000-03-27,6.21,24.53,-0.45,2.11,
2000-03-28,6.17,24.86,-0.43,2.16,
2000-03-29,6.18,24.1,-0.41,2.2,
2000-03-30,6.06,25.47,-0.46,2.3,
2000-03-31,6.03,24.11,-0.47,2.3,
2000-04-03,6.0,24.03,-0.45,2.3,
2000-04-04,5.9,27.12,-0.45,2.38,
2000-04-05,5.9,28.41,-0.45,2.45,
2000-04-06,5.93,27.15,-0.45,2.39,
2000-04-07,5.86,24.39,-0.52,2.4,
2000-04-10,5.8,25.99,-0.51,2.44,
2000-04-11,5.89,27.25,-0.47,2.45,
2000-04-12,5.97,28.98,-0.43,2.44,
2000-04-13,5.94,29.4,-0.46,2.45,
2000-04-14,5.85,33.49,-0.42,2.53,
2000-04-17,6.01,28.95,-0.32,2.5,
2000-04-18,6.05,26.12,-0.28,2.43,
2000-04-19,5.99,27.02,-0.34,2.42,
2000-04-20,5.99,25.85,-0.39,2.41,
2000-04-24,6.0,27.37,-0.36,2.42,
2000-04-25,6.14,25.24,-0.34,2.36,
2000-04-26,6.14,26.97,-0.36,2.37,
2000-04-27,6.23,26.19,-0.4,2.34,
2000-04-28,6.23,26.2,-0.45,2.34,
2000-05-01,6.29,25.88,-0.44,2.3,
2000-05-02,6.32,28.5,-0.4,2.32,
2000-05-03,6.4,31.63,-0.33,2.34,
2000-05-04,6.46,30.77,-0.31,2.38,
2000-05-05,6.51,27.53,-0.33,2.36,
2000-05-08,6.57,28.2,-0.3,2.35,
2000-05-09,6.53,28.93,-0.33,2.36,
2000-05-10,6.47,29.87,-0.37,2.41,
2000-05-11,6.43,27.76,-0.39,2.49,
2000-05-12,6.51,26.05,-0.4,2.52,
2000-05-15,6.47,24.86,-0.41,2.52,
2000-05-16,6.43,24.34,-0.46,2.51,
2000-05-17,6.48,23.98,-0.42,2.53,
2000-05-18,6.56,23.96,-0.37,2.52,
2000-05-19,6.51,25.44,-0.35,2.55,
2000-05-22,6.44,26.0,-0.37,2.57,
2000-05-23,6.45,25.87,-0.38,2.55,
2000-05-24,6.47,24.32,-0.32,2.52,
2000-05-25,6.39,24.58,-0.32,2.5,
2000-05-26,6.33,24.47,-0.36,2.51,
2000-05-30,6.38,23.62,-0.36,2.49,
2000-05-31,6.29,23.65,-0.4,2.52,
2000-06-01,6.2,22.36,-0.41,2.51,
2000-06-02,6.15,21.48,-0.37,2.5,
2000-06-05,6.12,22.71,-0.37,2.44,
2000-06-06,6.14,23.05,-0.37,2.39,
2000-06-07,6.13,22.48,-0.39,2.36,
2000-06-08,6.13,22.77,-0.43,2.35,
2000-06-09,6.13,22.14,-0.43,2.34,
2000-06-12,6.09,22.32,-0.43,2.35,
2000-06-13,6.11,21.67,-0.38,2.36,
2000-06-14,6.06,21.48,-0.38,2.35,
2000-06-15,6.05,20.68,-0.39,2.36,
2000-06-16,5.99,20.5,-0.39,2.37,
2000-06-19,6.0,20.63,-0.4,2.38,
2000-06-20,6.03,20.88,-0.4,2.36,
2000-06-21,6.11,20.61,-0.39,2.35,
2000-06-22,6.12,22.0,-0.38,2.37,
2000-06-23,6.19,22.34,-0.36,2.34,
2000-06-26,6.11,22.45,-0.39,2.41,
2000-06-27,6.1,21.8,-0.4,2.38,
2000-06-28,6.11,20.29,-0.32,2.4,
2000-06-29,6.04,19.7,-0.33,2.4,
2000-06-30,6.03,19.54,-0.35,2.4,
2000-07-03,6.0,19.83,-0.31,2.41,
2000-07-05,5.99,21.16,-0.3,2.4,
2000-07-06,6.05,20.94,-0.29,2.38,
2000-07-07,6.01,19.22,-0.28,2.37,
2000-07-10,6.04,20.33,-0.27,2.34,
2000-07-11,6.06,20.11,-0.26,2.33,
2000-07-12,6.09,20.03,-0.25,2.29,
2000-07-13,6.01,20.03,-0.3,2.3,
2000-07-14,6.1,19.32,-0.31,2.24,
2000-07-17,6.17,19.45,-0.29,2.22,
2000-07-18,6.16,19.75,-0.28,2.22,
2000-07-19,6.16,19.65,-0.3,2.24,
2000-07-20,6.01,18.94,-0.31,2.29,
2000-07-21,6.01,18.94,-0.31,2.27,
2000-07-24,6.04,19.92,-0.31,2.26,
2000-07-25,6.04,19.39,-0.31,2.26,
2000-07-26,6.04,19.67,-0.25,2.27,
2000-07-27,6.02,19.6,-0.25,2.24,
2000-07-28,6.04,20.84,-0.26,2.25,
2000-07-31,6.04,20.74,-0.26,2.27,
2000-08-01,6.0,20.55,-0.27,2.27,
2000-08-02,5.98,20.0,-0.25,2.3,
2000-08-03,5.95,19.99,-0.27,2.31,
2000-08-04,5.91,18.62,-0.24,2.33,
2000-08-07,5.97,19.03,-0.23,2.29,
2000-08-08,5.93,18.79,-0.23,2.31,
2000-08-09,5.81,19.18,-0.37,2.44,
2000-08-10,5.76,19.19,-0.4,2.47,
2000-08-11,5.79,18.55,-0.46,2.45,
2000-08-14,5.78,17.88,-0.47,2.45,
2000-08-15,5.81,17.98,-0.47,2.43,
2000-08-16,5.83,18.02,-0.47,2.42,
2000-08-17,5.81,17.48,-0.49,2.46,
2000-08-18,5.78,17.05,-0.49,2.46,
2000-08-21,5.79,17.35,-0.49,2.47,
2000-08-22,5.78,17.47,-0.49,2.51,
2000-08-23,5.73,17.38,-0.47,2.53,
2000-08-24,5.73,17.04,-0.46,2.49,
2000-08-25,5.73,16.53,-0.46,2.5,
2000-08-28,5.78,16.54,-0.45,2.49,
2000-08-29,5.81,16.89,-0.45,2.49,
2000-08-30,5.81,17.69,-0.43,2.49,
2000-08-31,5.73,16.84,-0.45,2.51,
2000-09-01,5.68,17.53,-0.41,2.54,
2000-09-05,5.69,19.82,-0.4,2.53,
2000-09-06,5.72,20.79,-0.39,2.54,
2000-09-07,5.76,19.42,-0.38,2.51,
2000-09-08,5.73,18.46,-0.38,2.52,
2000-09-11,5.77,18.4,-0.35,2.52,
2000-09-12,5.78,18.59,-0.34,2.56,
2000-09-13,5.74,18.32,-0.35,2.58,
2000-09-14,5.79,18.26,-0.32,2.58,
2000-09-15,5.84,18.52,-0.23,2.6,
2000-09-18,5.88,20.25,-0.16,2.61,
2000-09-19,5.86,19.54,-0.19,2.57,
2000-09-20,5.91,19.93,-0.2,2.55,
2000-09-21,5.88,20.18,-0.23,2.55,
2000-09-22,5.85,20.74,-0.24,2.55,
2000-09-25,5.84,21.41,-0.27,2.53,
2000-09-26,5.81,21.88,-0.26,2.52,
2000-09-27,5.83,21.67,-0.17,2.54,
2000-09-28,5.82,19.47,-0.2,2.5,
2000-09-29,5.8,20.57,-0.18,2.54,
2000-10-02,5.83,21.23,-0.15,2.58,
2000-10-03,5.87,21.85,-0.13,2.54,
2000-10-04,5.9,21.54,-0.13,2.51,
2000-10-05,5.87,21.03,-0.15,2.52,
2000-10-06,5.82,22.71,-0.16,2.53,
2000-10-10,5.8,24.86,-0.18,2.54,
2000-10-11,5.77,26.57,-0.16,2.61,
2000-10-12,5.73,30.51,-0.13,2.64,
2000-10-13,5.73,27.6,-0.11,2.64,
2000-10-16,5.74,26.79,-0.15,2.63,
2000-10-17,5.68,27.84,-0.15,2.64,
2000-10-18,5.66,28.72,-0.16,2.68,
2000-10-19,5.66,25.09,-0.2,2.66,
2000-10-20,5.64,24.24,-0.2,2.65,
2000-10-23,5.59,24.69,-0.23,2.68,
2000-10-24,5.63,24.28,-0.23,2.66,
2000-10-25,5.67,26.65,-0.2,2.65,
2000-10-26,5.69,28.62,-0.21,2.6,
2000-10-27,5.72,26.47,-0.22,2.58,
2000-10-30,5.74,25.46,-0.23,2.56,
2000-10-31,5.77,23.63,-0.17,2.56,
2000-11-01,5.74,24.28,-0.14,2.57,
2000-11-02,5.74,23.92,-0.13,2.54,
2000-11-03,5.83,23.67,-0.11,2.52,
2000-11-06,5.87,24.52,-0.12,2.5,
2000-11-07,5.87,24.91,-0.12,2.5,
2000-11-08,5.87,25.66,-0.12,2.48,
2000-11-09,5.82,27.2,-0.12,2.5,
2000-11-10,5.82,28.53,-0.1,2.5,
2000-11-13,5.77,29.06,-0.13,2.52,
2000-11-14,5.76,26.81,-0.16,2.52,
2000-11-15,5.72,26.15,-0.18,2.52,
2000-11-16,5.68,25.05,-0.19,2.54,
2000-11-17,5.71,24.81,-0.17,2.58,
2000-11-20,5.68,27.43,-0.19,2.61,
2000-11-21,5.67,26.62,-0.19,2.64,
2000-11-22,5.62,27.71,-0.23,2.61,
2000-11-24,5.63,26.0,-0.23,2.63,
2000-11-27,5.64,26.93,-0.22,2.65,
2000-11-28,5.59,27.64,-0.2,2.6,
2000-11-29,5.55,27.49,-0.14,2.63,
2000-11-30,5.48,29.65,-0.13,2.64,
2000-12-01,5.52,27.48,-0.1,2.66,
2000-12-04,5.53,27.78,-0.06,2.66,
2000-12-05,5.43,24.99,-0.06,2.69,
2000-12-06,5.32,25.07,-0.1,2.73,
2000-12-07,5.32,25.34,-0.13,2.72,
2000-12-08,5.35,22.41,-0.15,2.74,
2000-12-11,5.37,23.51,-0.15,2.71,
2000-12-12,5.36,24.88,-0.18,2.72,
2000-12-13,5.29,23.63,-0.16,2.74,
2000-12-14,5.23,24.86,-0.2,2.77,
2000-12-15,5.2,26.55,-0.18,2.77,
2000-12-18,5.17,27.7,-0.16,2.81,
2000-12-19,5.19,27.17,-0.16,2.81,
2000-12-20,5.08,31.74,-0.16,2.87,
2000-12-21,5.03,29.66,-0.11,2.89,
2000-12-22,5.02,27.55,-0.08,2.9,
2000-12-26,5.04,28.73,-0.06,2.89,
2000-12-27,5.11,28.14,0.01,2.86,
2000-12-28,5.13,26.57,-0.05,2.83,
2000-12-29,5.12,26.85,0.01,2.88,
2001-01-02,4.92,29.99,0.05,2.99,
2001-01-03,5.14,26.6,0.22,2.83,
2001-01-04,5.03,26.97,0.26,2.91,
2001-01-05,4.93,28.67,0.37,2.99,
2001-01-08,4.94,29.84,0.4,2.94,
2001-01-09,4.98,27.99,0.34,2.92,
2001-01-10,5.1,26.8,0.34,2.83,
2001-01-11,5.14,25.79,0.37,2.85,
2001-01-12,5.25,24.56,0.35,2.8,
2001-01-16,5.24,25.28,0.35,2.73,
2001-01-17,5.19,24.93,0.35,2.72,
2001-01-18,5.12,23.37,0.4,2.72,
2001-01-19,5.19,23.24,0.44,2.7,
2001-01-22,5.25,23.25,0.5,2.71,
2001-01-23,5.3,21.57,0.48,2.67,
2001-01-24,5.33,22.03,0.52,2.61,
2001-01-25,5.29,22.64,0.51,2.63,
2001-01-26,5.29,22.57,0.51,2.65,
2001-01-29,5.32,22.61,0.55,2.65,
2001-01-30,5.24,22.57,0.54,2.65,
2001-01-31,5.19,22.02,0.57,2.62,
2001-02-01,5.1,21.66,0.55,2.63,
2001-02-02,5.17,21.95,0.52,2.63,
2001-02-05,5.18,22.19,0.5,2.59,
2001-02-06,5.22,21.98,0.5,2.58,
2001-02-07,5.1,21.67,0.4,2.77,
2001-02-08,5.1,21.46,0.37,2.78,
2001-02-09,5.03,22.03,0.36,2.79,
2001-02-12,5.05,21.92,0.38,2.82,
2001-02-13,5.07,21.37,0.32,2.82,
2001-02-14,5.13,21.52,0.29,2.77,
2001-02-15,5.19,20.27,0.3,2.77,
2001-02-16,5.11,22.12,0.36,2.81,
2001-02-20,5.11,24.69,0.38,2.81,
2001-02-21,5.14,25.75,0.46,2.82,
2001-02-22,5.15,26.76,0.52,2.84,
2001-02-23,5.1,27.21,0.57,2.86,
2001-02-26,5.05,25.43,0.59,2.89,
2001-02-27,4.96,26.49,0.52,2.86,
2001-02-28,4.92,28.35,0.51,2.88,
2001-03-01,4.87,28.08,0.46,2.88,
2001-03-02,4.95,27.43,0.47,2.87,
2001-03-05,4.98,27.12,0.49,2.83,
2001-03-06,4.99,25.89,0.5,2.85,
2001-03-07,4.92,24.12,0.49,2.85,
2001-03-08,4.89,24.29,0.46,2.87,
2001-03-09,4.95,25.62,0.48,2.82,
2001-03-12,4.92,30.32,0.46,2.86,
2001-03-13,4.95,27.55,0.49,2.85,
2001-03-14,4.84,29.61,0.52,2.98,
2001-03-15,4.81,28.56,0.59,3.03,
2001-03-16,4.78,29.91,0.52,3.03,
2001-03-19,4.82,29.78,0.5,3.02,
2001-03-20,4.78,30.96,0.54,3.06,
2001-03-21,4.77,31.93,0.56,3.06,
2001-03-22,4.73,32.84,0.56,3.07,
2001-03-23,4.8,30.45,0.56,3.04,
2001-03-26,4.85,29.04,0.58,3.05,
2001-03-27,5.0,27.04,0.59,2.98,
2001-03-28,4.97,28.58,0.67,3.03,
2001-03-29,4.98,29.17,0.71,3.02,
2001-03-30,4.93,28.64,0.75,3.04,
2001-04-02,4.98,31.21,0.76,3.0,
2001-04-03,4.94,34.72,0.79,3.03,
2001-04-04,4.94,34.07,0.82,3.04,
2001-04-05,4.98,29.94,0.79,3.03,
2001-04-06,4.89,31.69,0.82,3.06,
2001-04-09,4.93,31.91,0.83,3.04,
2001-04-10,5.09,29.44,0.85,2.99,
2001-04-11,5.12,28.46,0.83,2.96,
2001-04-12,5.17,26.12,0.81,2.92,
2001-04-16,5.28,26.33,0.79,2.9,
2001-04-17,5.21,25.61,0.8,2.93,
2001-04-18,5.14,24.13,0.88,2.95,
2001-04-19,5.27,24.16,0.98,2.91,
2001-04-20,5.29,25.38,1.03,2.87,
2001-04-23,5.2,28.16,1.05,2.9,
2001-04-24,5.22,28.49,1.06,2.85,
2001-04-25,5.28,27.4,1.08,2.85,
2001-04-26,5.2,25.96,1.06,2.83,
2001-04-27,5.34,24.02,1.06,2.76,
2001-04-30,5.35,25.48,1.05,2.73,
2001-05-01,5.3,24.2,1.07,2.75,
2001-05-02,5.31,24.23,1.04,2.7,
2001-05-03,5.22,25.78,1.0,2.7,
2001-05-04,5.21,23.91,1.07,2.73,
2001-05-07,5.21,24.86,1.09,2.75,
2001-05-08,5.24,24.44,1.14,2.76,
2001-05-09,5.2,24.35,1.13,2.76,
2001-05-10,5.31,24.0,1.14,2.74,
2001-05-11,5.51,23.54,1.15,2.67,
2001-05-14,5.46,24.26,1.17,2.68,
2001-05-15,5.5,23.71,1.22,2.69,
2001-05-16,5.48,21.89,1.23,2.66,
2001-05-17,5.46,21.47,1.13,2.61,
2001-05-18,5.41,21.23,1.04,2.62,
2001-05-21,5.41,20.76,1.04,2.61,
2001-05-22,5.42,21.35,1.08,2.63,
2001-05-23,5.41,22.08,1.12,2.69,
2001-05-24,5.52,20.57,1.2,2.65,
2001-05-25,5.52,20.6,1.21,2.65,
2001-05-29,5.54,22.14,1.21,2.64,
2001-05-30,5.54,22.76,1.2,2.63,
2001-05-31,5.43,22.64,1.21,2.65,
2001-06-01,5.39,21.59,1.17,2.63,
2001-06-04,5.35,21.38,1.16,2.65,
2001-06-05,5.29,19.58,1.17,2.66,
