DATE,미국채10년금리,VIX지수,장단기금리차,신용스프레드,달러인덱스
1992-04-29,7.6,15.95,2.21,1.65,
1992-04-30,7.61,15.53,2.15,1.63,
1992-05-01,7.56,16.61,2.23,1.64,
1992-05-04,7.58,16.92,2.26,1.64,
1992-05-05,7.56,16.66,2.26,1.66,
1992-05-06,7.46,16.81,2.21,1.74,
1992-05-07,7.49,16.54,2.15,1.71,
1992-05-08,7.41,15.65,2.12,1.74,
1992-05-11,7.4,15.17,2.16,1.74,
1992-05-12,7.36,15.68,2.17,1.77,
1992-05-13,7.34,15.19,2.2,1.78,
1992-05-14,7.34,15.49,2.21,1.78,
1992-05-15,7.28,14.82,2.17,1.8,
1992-05-18,7.28,14.62,2.16,1.8,
1992-05-19,7.2,13.57,2.2,1.85,
1992-05-20,7.25,13.62,2.12,1.82,
1992-05-21,7.39,13.92,2.05,1.71,
1992-05-22,7.35,13.73,2.11,1.72,
1992-05-26,7.46,14.92,2.11,1.66,
1992-05-27,7.44,13.99,2.16,1.68,
1992-05-28,7.36,13.77,2.14,1.74,
1992-05-29,7.33,13.86,2.14,1.77,
1992-06-01,7.39,14.43,2.1,1.71,
1992-06-02,7.35,14.57,2.12,1.74,
1992-06-03,7.34,14.35,2.14,1.76,
1992-06-04,7.34,13.66,2.12,1.75,
1992-06-05,7.31,14.65,2.18,1.77,
1992-06-08,7.31,15.19,2.2,1.77,
1992-06-09,7.33,15.97,2.22,1.76,
1992-06-10,7.35,16.62,2.22,1.75,
1992-06-11,7.33,16.29,2.24,1.73,
1992-06-12,7.29,14.95,2.23,1.76,
1992-06-15,7.28,14.76,2.23,1.77,
1992-06-16,7.24,15.22,2.22,1.78,
1992-06-17,7.23,18.08,2.23,1.78,
1992-06-18,7.19,18.2,2.25,1.81,
1992-06-19,7.24,16.31,2.24,1.8,
1992-06-22,7.24,16.66,2.25,1.8,
1992-06-23,7.25,14.53,2.15,1.79,
1992-06-24,7.2,14.4,2.24,1.82,
1992-06-25,7.14,14.4,2.25,1.86,
1992-06-26,7.15,14.67,2.27,1.85,
1992-06-29,7.12,13.21,2.29,1.88,
1992-06-30,7.14,13.35,2.31,1.86,
1992-07-01,7.1,13.34,2.28,1.9,
1992-07-02,6.93,13.88,2.38,1.99,
1992-07-06,6.9,14.87,2.44,2.0,
1992-07-07,6.87,15.83,2.47,2.02,
1992-07-08,6.91,15.53,2.51,1.98,
1992-07-09,6.91,14.6,2.51,1.98,
1992-07-10,6.93,13.7,2.55,1.95,
1992-07-13,6.97,14.01,2.57,1.92,
1992-07-14,6.97,13.5,2.65,1.93,
1992-07-15,6.9,12.52,2.65,1.96,
1992-07-16,6.87,12.27,2.62,1.98,
1992-07-17,6.9,12.6,2.63,1.97,
1992-07-20,6.9,12.66,2.6,1.96,
1992-07-21,6.89,12.6,2.55,1.96,
1992-07-22,6.85,13.57,2.56,1.99,
1992-07-23,6.72,13.33,2.52,2.06,
1992-07-24,6.73,13.37,2.48,2.06,
1992-07-27,6.69,13.9,2.42,2.07,
1992-07-28,6.63,13.05,2.36,2.07,
1992-07-29,6.6,13.44,2.35,2.09,
1992-07-30,6.69,13.5,2.36,2.02,
1992-07-31,6.72,13.17,2.3,1.97,
1992-08-03,6.72,13.83,2.32,1.98,
1992-08-04,6.66,13.58,2.35,2.02,
1992-08-05,6.64,13.82,2.35,2.03,
1992-08-06,6.65,14.23,2.36,2.05,
1992-08-07,6.57,13.94,2.39,2.07,
1992-08-10,6.52,14.51,2.4,2.11,
1992-08-11,6.5,15.09,2.35,2.11,
1992-08-12,6.48,14.88,2.29,2.13,
1992-08-13,6.55,15.34,2.36,2.1,
1992-08-14,6.53,14.66,2.39,2.07,
1992-08-17,6.56,14.61,2.43,2.06,
1992-08-18,6.48,13.84,2.44,2.13,
1992-08-19,6.47,14.35,2.41,2.14,
1992-08-20,6.46,14.48,2.42,2.14,
1992-08-21,6.53,15.01,2.4,2.11,
1992-08-24,6.68,16.19,2.41,2.01,
1992-08-25,6.73,15.62,2.41,1.99,
1992-08-26,6.68,14.5,2.42,2.01,
1992-08-27,6.64,13.66,2.41,2.03,
1992-08-28,6.63,13.14,2.47,2.06,
1992-08-31,6.62,13.58,2.47,2.06,
1992-09-01,6.56,13.4,2.44,2.11,
1992-09-02,6.54,12.73,2.44,2.12,
1992-09-03,6.54,12.88,2.45,2.09,
1992-09-04,6.4,12.98,2.51,2.16,
1992-09-08,6.29,13.65,2.46,2.25,
1992-09-09,6.31,13.36,2.46,2.22,
1992-09-10,6.31,12.92,2.48,2.23,
1992-09-11,6.37,12.47,2.5,2.17,
1992-09-14,6.32,13.0,2.52,2.21,
1992-09-15,6.4,13.63,2.51,2.17,
1992-09-16,6.41,14.72,2.54,2.17,
1992-09-17,6.4,14.31,2.54,2.19,
1992-09-18,6.41,13.74,2.55,2.2,
1992-09-21,6.42,13.45,2.51,2.21,
1992-09-22,6.5,13.88,2.52,2.2,
1992-09-23,6.54,13.83,2.57,2.18,
1992-09-24,6.48,13.44,2.57,2.23,
1992-09-25,6.41,14.8,2.63,2.27,
1992-09-28,6.37,15.19,2.6,2.28,
1992-09-29,6.37,14.97,2.57,2.28,
1992-09-30,6.37,14.28,2.57,2.29,
1992-10-01,6.23,16.31,2.56,2.39,
1992-10-02,6.26,17.79,2.55,2.38,
1992-10-05,6.24,20.01,2.56,2.4,
1992-10-06,6.3,19.95,2.56,2.38,
1992-10-07,6.46,21.02,2.58,2.28,
1992-10-08,6.41,19.26,2.58,2.32,
1992-10-09,6.52,20.51,2.52,2.27,
1992-10-13,6.51,17.9,2.52,2.33,
1992-10-14,6.51,18.42,2.49,2.31,
1992-10-15,6.53,17.11,2.51,2.3,
1992-10-16,6.6,17.01,2.56,2.26,
1992-10-19,6.69,17.31,2.54,2.21,
1992-10-20,6.86,16.87,2.52,2.12,
1992-10-21,6.8,16.62,2.51,2.14,
1992-10-22,6.74,15.84,2.5,2.19,
1992-10-23,6.83,16.46,2.46,2.09,
1992-10-26,6.83,16.32,2.44,2.14,
1992-10-27,6.78,16.24,2.46,2.16,
1992-10-28,6.76,15.95,2.43,2.19,
1992-10-29,6.71,15.47,2.38,2.22,
1992-10-30,6.8,16.15,2.4,2.19,
1992-11-02,6.88,16.67,2.41,2.14,
1992-11-03,6.87,17.33,2.43,2.14,
1992-11-04,6.89,16.28,2.45,2.11,
1992-11-05,6.87,15.38,2.48,2.15,
1992-11-06,6.97,14.69,2.49,2.1,
1992-11-09,7.0,14.23,2.43,2.06,
1992-11-10,6.91,14.37,2.41,2.11,
1992-11-12,6.79,14.37,2.35,2.16,
1992-11-13,6.82,14.61,2.28,2.12,
1992-11-16,6.9,14.86,2.22,2.04,
1992-11-17,6.86,15.01,2.19,2.04,
1992-11-18,6.78,14.55,2.2,2.11,
1992-11-19,6.81,14.33,2.22,2.1,
1992-11-20,6.84,13.67,2.18,2.05,
1992-11-23,6.86,13.4,2.17,2.04,
1992-11-24,6.82,12.66,2.21,2.07,
1992-11-25,6.84,12.5,2.14,2.07,
1992-11-27,6.93,12.58,2.16,2.0,
1992-11-30,6.95,13.01,2.16,2.0,
1992-12-01,6.94,12.8,2.13,1.99,
1992-12-02,6.93,12.56,2.12,2.0,
1992-12-03,6.91,12.03,2.13,2.01,
1992-12-04,6.84,11.81,2.14,2.03,
1992-12-07,6.78,12.0,2.16,2.05,
1992-12-08,6.73,11.73,2.14,2.09,
1992-12-09,6.76,12.58,2.15,2.06,
1992-12-10,6.77,12.75,2.1,2.04,
1992-12-11,6.8,12.34,2.02,2.01,
1992-12-14,6.83,12.66,2.03,2.0,
1992-12-15,6.83,12.41,2.06,2.0,
1992-12-16,6.77,12.58,2.1,2.04,
1992-12-17,6.77,12.14,2.08,2.03,
1992-12-18,6.76,11.66,2.1,2.05,
1992-12-21,6.71,11.65,2.07,2.06,
1992-12-22,6.65,11.75,2.01,2.1,
1992-12-23,6.68,11.51,2.05,2.07,
1992-12-24,6.69,11.57,2.09,2.05,
1992-12-28,6.72,12.22,2.08,2.04,
1992-12-29,6.69,12.29,2.08,2.05,
1992-12-30,6.68,12.6,2.14,2.06,
1992-12-31,6.7,12.57,2.14,2.06,
1993-01-04,6.6,13.36,2.12,2.09,
1993-01-05,6.61,13.35,2.13,2.1,
1993-01-06,6.63,13.37,2.11,2.09,
1993-01-07,6.76,14.72,2.12,2.02,
1993-01-08,6.75,13.77,2.25,2.04,
1993-01-11,6.71,12.86,2.23,2.05,
1993-01-12,6.72,12.78,2.24,2.06,
1993-01-13,6.71,12.42,2.25,2.04,
1993-01-14,6.65,11.99,2.25,2.06,
1993-01-15,6.6,11.57,2.29,2.06,
1993-01-19,6.59,12.06,2.2,2.04,
1993-01-20,6.61,12.15,2.2,2.05,
1993-01-21,6.6,11.69,2.24,2.04,
1993-01-22,6.57,11.3,2.27,2.06,
1993-01-25,6.48,11.38,2.22,2.08,
1993-01-26,6.5,11.45,2.2,2.08,
1993-01-27,6.48,12.01,2.24,2.09,
1993-01-28,6.44,12.04,2.24,2.1,
1993-01-29,6.39,12.42,2.19,2.11,
1993-02-01,6.38,12.33,2.19,2.13,
1993-02-02,6.46,12.25,2.21,2.07,
1993-02-03,6.45,12.12,2.18,2.05,
1993-02-04,6.39,12.29,2.2,2.09,
1993-02-05,6.32,12.9,2.25,2.14,
1993-02-08,6.37,13.22,2.21,2.12,
1993-02-09,6.41,13.48,2.21,2.08,
1993-02-10,6.4,13.43,2.13,2.12,
1993-02-11,6.37,12.69,2.17,2.13,
1993-02-12,6.35,12.38,2.15,2.09,
1993-02-16,6.34,15.76,2.2,2.1,
1993-02-17,6.28,15.9,2.22,2.13,
1993-02-18,6.17,15.56,2.22,2.15,
1993-02-19,6.15,15.02,2.16,2.16,
1993-02-22,6.09,14.7,2.1,2.17,
1993-02-23,5.92,15.04,2.02,2.25,
1993-02-24,6.01,14.72,2.04,2.19,
1993-02-25,6.03,13.76,2.08,2.19,
1993-02-26,6.03,13.16,2.11,2.2,
1993-03-01,5.94,13.6,2.06,2.23,
1993-03-02,5.95,12.49,2.07,2.21,
1993-03-03,5.88,13.13,2.07,2.23,
1993-03-04,5.83,13.44,2.08,2.24,
1993-03-05,5.9,14.08,1.99,2.2,
1993-03-08,5.85,16.22,1.88,2.21,
1993-03-09,5.91,14.17,1.89,2.19,
1993-03-10,5.97,13.91,1.92,2.12,
1993-03-11,5.96,14.26,1.95,2.16,
1993-03-12,6.11,15.66,2.0,2.09,
1993-03-15,6.17,14.74,2.07,2.06,
1993-03-16,6.06,14.51,2.04,2.15,
1993-03-17,6.02,14.53,2.04,2.13,
1993-03-18,5.93,14.17,2.02,2.17,
1993-03-19,5.95,13.23,2.0,2.18,
1993-03-22,5.96,13.66,2.04,2.15,
1993-03-23,5.91,13.02,2.03,2.19,
1993-03-24,5.95,12.44,2.02,2.18,
1993-03-25,5.98,12.08,2.06,2.18,
1993-03-26,6.09,12.21,2.07,2.14,
1993-03-29,6.06,12.63,2.11,2.15,
1993-03-30,6.02,12.23,2.11,2.18,
1993-03-31,6.03,12.53,2.07,2.18,
1993-04-01,6.06,13.02,2.12,2.18,
1993-04-02,6.16,14.5,2.17,2.15,
1993-04-05,6.13,14.12,2.17,2.17,
1993-04-06,6.08,14.24,2.15,2.19,
1993-04-07,6.07,13.64,2.14,2.17,
1993-04-08,5.97,12.83,2.12,2.21,
1993-04-12,5.92,11.93,2.1,2.2,
1993-04-13,5.93,11.7,2.11,2.16,
1993-04-14,5.9,11.76,2.12,2.16,
1993-04-15,5.88,10.96,2.09,2.17,
1993-04-16,5.89,11.29,2.09,2.16,
1993-04-19,5.87,12.06,2.09,2.17,
1993-04-20,5.87,11.94,2.09,2.18,
1993-04-21,5.86,12.11,2.09,2.19,
1993-04-22,5.85,12.68,2.1,2.2,
1993-04-23,5.89,13.36,2.14,2.19,
1993-04-26,5.94,15.25,2.15,2.17,
1993-04-27,6.02,13.93,2.14,2.14,
1993-04-28,6.03,13.12,2.17,2.15,
1993-04-29,5.99,12.8,2.2,2.16,
1993-04-30,6.05,12.42,2.22,2.12,
1993-05-03,5.96,12.9,2.21,2.2,
1993-05-04,5.92,12.14,2.17,2.2,
1993-05-05,5.93,12.38,2.13,2.18,
1993-05-06,5.89,13.22,2.09,2.22,
1993-05-07,5.92,13.01,2.13,2.22,
1993-05-10,5.89,13.72,2.1,2.24,
1993-05-11,5.89,13.35,2.1,2.24,
1993-05-12,5.96,13.56,2.14,2.21,
1993-05-13,6.02,14.76,2.11,2.22,
1993-05-14,6.03,14.39,2.06,2.2,
1993-05-17,6.07,14.13,2.02,2.18,
1993-05-18,6.15,14.19,2.07,2.15,
1993-05-19,6.11,14.29,2.08,2.17,
1993-05-20,6.09,13.98,2.06,2.18,
1993-05-21,6.16,14.51,2.02,2.15,
1993-05-24,6.16,14.1,1.97,2.14,
1993-05-25,6.17,14.04,1.98,2.13,
1993-05-26,6.12,12.88,1.92,2.12,
1993-05-27,6.11,13.1,1.89,2.12,
1993-05-28,6.16,13.47,1.92,2.1,
1993-06-01,6.07,13.67,1.91,2.1,
1993-06-02,6.06,13.48,1.88,2.1,
1993-06-03,6.02,13.54,1.88,2.12,
1993-06-04,6.11,12.86,1.8,2.07,
1993-06-07,6.08,14.07,1.78,2.06,
1993-06-08,6.09,14.74,1.76,2.07,
1993-06-09,6.07,13.96,1.78,2.07,
1993-06-10,6.07,13.31,1.78,2.06,
1993-06-11,5.97,12.71,1.82,2.1,
1993-06-14,5.97,12.33,1.84,2.1,
1993-06-15,5.96,11.99,1.85,2.1,
1993-06-16,5.96,11.87,1.87,2.1,
1993-06-17,5.93,11.66,1.85,2.13,
1993-06-18,5.97,12.24,1.81,2.08,
1993-06-21,5.92,12.25,1.76,2.11,
1993-06-22,5.91,11.65,1.76,2.12,
1993-06-23,5.91,12.04,1.71,2.11,
1993-06-24,5.88,12.25,1.73,2.13,
1993-06-25,5.84,11.25,1.74,2.14,
1993-06-28,5.8,11.11,1.74,2.16,
1993-06-29,5.79,11.29,1.76,2.16,
1993-06-30,5.8,11.26,1.77,2.16,
1993-07-01,5.8,11.51,1.81,2.16,
1993-07-02,5.76,11.33,1.83,2.19,
1993-07-06,5.8,13.87,1.8,2.17,
1993-07-07,5.8,13.05,1.8,2.17,
1993-07-08,5.78,12.24,1.78,2.17,
1993-07-09,5.76,10.8,1.78,2.17,
1993-07-12,5.75,10.85,1.76,2.17,
1993-07-13,5.78,11.02,1.74,2.14,
1993-07-14,5.72,10.78,1.75,2.17,
1993-07-15,5.72,10.6,1.73,2.16,
1993-07-16,5.71,10.96,1.72,2.16,
1993-07-19,5.71,11.46,1.72,2.17,
1993-07-20,5.75,11.05,1.66,2.14,
1993-07-21,5.83,11.97,1.68,2.11,
1993-07-22,5.9,11.69,1.68,2.06,
1993-07-23,5.95,11.32,1.7,2.05,
1993-07-26,5.93,11.32,1.71,2.06,
1993-07-27,5.92,11.34,1.67,2.06,
1993-07-28,5.9,11.37,1.69,2.06,
1993-07-29,5.81,11.25,1.69,2.1,
1993-07-30,5.83,11.73,1.7,2.05,
1993-08-02,5.85,11.47,1.66,2.03,
1993-08-03,5.83,11.49,1.66,2.0,
1993-08-04,5.87,11.71,1.71,1.96,
1993-08-05,5.86,12.03,1.74,1.93,
1993-08-06,5.86,12.33,1.77,1.93,
1993-08-09,5.82,12.39,1.76,1.92,
1993-08-10,5.82,12.31,1.72,1.9,
1993-08-11,5.75,12.07,1.65,1.94,
1993-08-12,5.77,12.38,1.71,1.89,
1993-08-13,5.72,12.19,1.72,1.9,
1993-08-16,5.68,12.01,1.7,1.9,
1993-08-17,5.7,11.59,1.68,1.88,
1993-08-18,5.69,11.52,1.71,1.84,
1993-08-19,5.64,11.63,1.71,1.85,
1993-08-20,5.61,11.62,1.68,1.87,
1993-08-23,5.6,12.15,1.63,1.89,
1993-08-24,5.54,11.8,1.65,1.92,
1993-08-25,5.51,12.1,1.66,1.91,
1993-08-26,5.42,12.14,1.6,1.95,
1993-08-27,5.48,11.91,1.61,1.92,
1993-08-30,5.44,11.74,1.58,1.94,
1993-08-31,5.45,11.85,1.57,1.91,
1993-09-01,5.46,11.48,1.58,1.89,
1993-09-02,5.41,11.87,1.58,1.92,
1993-09-03,5.31,11.16,1.6,1.95,
1993-09-07,5.23,12.9,1.53,2.0,
1993-09-08,5.23,13.24,1.45,1.97,
1993-09-09,5.35,12.67,1.47,1.97,
1993-09-10,5.29,11.7,1.49,1.99,
1993-09-13,5.26,12.16,1.44,2.01,
1993-09-14,5.37,13.15,1.46,1.94,
1993-09-15,5.39,12.7,1.5,1.92,
1993-09-16,5.37,13.36,1.49,2.0,
1993-09-17,5.38,13.39,1.49,2.0,
1993-09-20,5.42,14.6,1.5,2.01,
1993-09-21,5.47,17.3,1.57,1.98,
1993-09-22,5.45,13.75,1.55,1.99,
1993-09-23,5.42,13.36,1.55,2.0,
1993-09-24,5.42,12.47,1.52,2.0,
1993-09-27,5.3,12.49,1.49,2.03,
1993-09-28,5.28,12.19,1.49,2.04,
1993-09-29,5.35,12.63,1.51,2.01,
1993-09-30,5.4,12.99,1.51,2.0,
1993-10-01,5.34,11.83,1.5,2.02,
1993-10-04,5.34,12.85,1.49,2.03,
1993-10-05,5.35,12.97,1.49,2.01,
1993-10-06,5.35,12.68,1.5,2.02,
1993-10-07,5.33,13.14,1.5,2.04,
1993-10-08,5.26,12.04,1.48,2.03,
1993-10-12,5.27,12.41,1.45,2.0,
1993-10-13,5.27,11.38,1.43,2.02,
1993-10-14,5.23,11.0,1.41,2.01,
1993-10-15,5.19,10.87,1.38,1.99,
1993-10-18,5.27,11.33,1.43,1.96,
1993-10-19,5.27,11.61,1.41,1.96,
1993-10-20,5.26,11.32,1.4,1.95,
1993-10-21,5.35,11.2,1.46,1.93,
1993-10-22,5.42,11.48,1.51,1.91,
1993-10-25,5.47,11.83,1.52,1.9,
1993-10-26,5.43,11.83,1.5,1.93,
1993-10-27,5.44,12.01,1.45,1.95,
1993-10-28,5.41,11.88,1.44,1.98,
1993-10-29,5.43,11.46,1.44,1.96,
1993-11-01,5.56,11.78,1.45,1.88,
1993-11-02,5.63,11.74,1.47,1.88,
1993-11-03,5.67,13.26,1.54,1.9,
1993-11-04,5.67,14.68,1.54,1.97,
1993-11-05,5.75,14.97,1.55,1.93,
1993-11-08,5.7,14.31,1.57,1.96,
1993-11-09,5.64,13.94,1.52,1.97,
1993-11-10,5.72,13.72,1.55,1.94,
1993-11-12,5.66,13.33,1.55,1.98,
1993-11-15,5.69,14.46,1.58,1.97,
1993-11-16,5.66,15.11,1.56,2.02,
1993-11-17,5.65,15.57,1.56,2.0,
1993-11-18,5.72,14.65,1.57,1.99,
1993-11-19,5.84,15.03,1.62,1.92,
1993-11-22,5.89,15.9,1.63,1.89,
1993-11-23,5.82,14.27,1.63,1.9,
1993-11-24,5.84,13.51,1.66,1.9,
1993-11-26,5.78,13.77,1.62,1.93,
1993-11-29,5.76,14.12,1.59,1.89,
1993-11-30,5.83,13.76,1.61,1.91,
1993-12-01,5.82,13.83,1.62,1.89,
1993-12-02,5.81,13.51,1.59,1.88,
1993-12-03,5.8,12.69,1.56,1.89,
1993-12-06,5.72,12.84,1.53,1.9,
1993-12-07,5.71,12.41,1.54,1.9,
1993-12-08,5.71,12.46,1.53,1.9,
1993-12-09,5.68,12.43,1.5,1.92,
1993-12-10,5.73,12.6,1.52,1.89,
1993-12-13,5.78,10.98,1.55,1.89,
1993-12-14,5.82,11.13,1.57,1.89,
1993-12-15,5.83,11.03,1.61,1.9,
1993-12-16,5.84,10.9,1.61,1.9,
1993-12-17,5.81,11.08,1.61,1.92,
1993-12-20,5.83,10.75,1.61,1.9,
1993-12-21,5.85,10.08,1.59,1.89,
1993-12-22,5.74,9.31,1.55,1.94,
1993-12-23,5.72,9.48,1.54,1.93,
1993-12-27,5.72,9.7,1.52,1.94,
1993-12-28,5.72,9.82,1.52,1.96,
1993-12-29,5.74,10.46,1.54,1.94,
1993-12-30,5.82,10.69,1.57,1.93,
1993-12-31,5.83,11.66,1.58,1.94,
1994-01-03,5.92,12.57,1.62,1.9,
1994-01-04,5.88,11.91,1.59,1.89,
1994-01-05,5.9,10.94,1.59,1.88,
1994-01-06,5.84,11.27,1.6,1.89,
1994-01-07,5.7,10.96,1.61,1.93,
1994-01-10,5.67,10.74,1.59,1.94,
1994-01-11,5.67,11.29,1.59,1.94,
1994-01-12,5.6,11.65,1.55,1.95,
1994-01-13,5.71,12.08,1.58,1.9,
1994-01-14,5.78,11.15,1.61,1.89,
1994-01-18,5.74,11.63,1.6,1.9,
1994-01-19,5.76,11.76,1.64,1.89,
1994-01-20,5.71,11.16,1.64,1.91,
1994-01-21,5.73,11.09,1.64,1.9,
1994-01-24,5.74,11.6,1.65,1.89,
1994-01-25,5.78,11.38,1.67,1.88,
1994-01-26,5.77,11.17,1.64,1.89,
1994-01-27,5.73,10.3,1.62,1.88,
1994-01-28,5.68,9.94,1.6,1.86,
1994-01-31,5.7,10.63,1.58,1.85,
1994-02-01,5.77,10.65,1.57,1.84,
1994-02-02,5.77,10.61,1.57,1.83,
1994-02-03,5.81,10.75,1.53,1.82,
1994-02-04,5.94,15.25,1.52,1.74,
1994-02-07,5.96,13.96,1.55,1.74,
1994-02-08,6.01,13.66,1.57,1.73,
1994-02-09,5.92,13.3,1.49,1.81,
1994-02-10,5.91,14.24,1.46,1.82,
1994-02-11,5.88,14.46,1.44,1.82,
1994-02-14,5.9,14.28,1.46,1.81,
1994-02-15,5.88,13.4,1.44,1.84,
1994-02-16,5.89,13.13,1.45,1.83,
1994-02-17,6.0,13.79,1.5,1.79,
1994-02-18,6.09,14.7,1.52,1.78,
1994-02-22,6.05,13.52,1.48,1.8,
1994-02-23,6.13,13.91,1.46,1.77,
1994-02-24,6.22,15.96,1.5,1.74,
1994-02-25,6.21,14.8,1.49,1.74,
1994-02-28,6.15,14.87,1.48,1.77,
1994-03-01,6.28,15.83,1.47,1.72,
1994-03-02,6.3,16.08,1.51,1.71,
1994-03-03,6.35,16.36,1.52,1.71,
1994-03-04,6.38,16.0,1.5,1.7,
1994-03-07,6.32,14.26,1.45,1.7,
1994-03-08,6.38,16.23,1.46,1.67,
1994-03-09,6.38,14.41,1.42,1.68,
1994-03-10,6.48,16.55,1.52,1.67,
1994-03-11,6.46,14.87,1.51,1.68,
1994-03-14,6.5,16.61,1.51,1.65,
1994-03-15,6.47,14.78,1.48,1.64,
1994-03-16,6.4,14.51,1.44,1.66,
1994-03-17,6.4,12.76,1.46,1.65,
1994-03-18,6.49,13.32,1.46,1.63,
1994-03-21,6.55,14.34,1.46,1.64,
1994-03-22,6.44,13.39,1.41,1.64,
1994-03-23,6.44,12.31,1.44,1.64,
1994-03-24,6.58,13.43,1.5,1.6,
1994-03-25,6.61,13.67,1.51,1.59,
1994-03-28,6.63,14.9,1.51,1.59,
1994-03-29,6.71,16.49,1.52,1.57,
1994-03-30,6.78,18.59,1.59,1.54,
1994-03-31,6.77,20.45,1.56,1.59,
1994-04-04,7.16,23.87,1.59,1.52,
1994-04-05,6.97,18.13,1.52,1.58,
1994-04-06,6.93,17.38,1.53,1.6,
1994-04-07,6.86,16.98,1.49,1.63,
1994-04-08,6.94,16.92,1.51,1.59,
1994-04-11,6.92,16.61,1.49,1.59,
1994-04-12,6.87,16.42,1.47,1.59,
1994-04-13,6.93,17.02,1.5,1.58,
1994-04-14,6.97,16.27,1.48,1.56,
1994-04-15,6.97,15.98,1.46,1.57,
1994-04-18,7.14,17.22,1.44,1.51,
1994-04-19,7.1,16.93,1.4,1.51,
1994-04-20,7.05,17.01,1.38,1.53,
1994-04-21,6.91,14.93,1.32,1.55,
1994-04-22,6.93,14.94,1.31,1.53,
1994-04-25,6.86,14.26,1.25,1.53,
1994-04-26,6.86,13.8,1.27,1.51,
1994-04-28,7.04,14.51,1.29,1.5,
1994-04-29,7.06,13.77,1.33,1.48,
1994-05-02,7.09,14.11,1.28,1.46,
1994-05-03,7.13,13.81,1.27,1.44,
1994-05-04,7.14,14.29,1.25,1.44,
1994-05-05,7.11,14.56,1.23,1.44,
1994-05-06,7.35,15.08,1.23,1.36,
1994-05-09,7.49,16.16,1.23,1.3,
1994-05-10,7.33,15.19,1.2,1.35,
1994-05-11,7.4,15.55,1.2,1.41,
1994-05-12,7.36,15.46,1.23,1.38,
1994-05-13,7.29,14.54,1.24,1.41,
1994-05-16,7.24,14.67,1.21,1.43,
1994-05-17,7.03,14.08,1.15,1.44,
1994-05-18,7.03,12.55,1.2,1.46,
1994-05-19,6.96,12.33,1.23,1.5,
1994-05-20,7.02,12.79,1.22,1.52,
1994-05-23,7.19,13.49,1.25,1.46,
1994-05-24,7.17,12.73,1.23,1.44,
1994-05-25,7.14,12.43,1.19,1.47,
1994-05-26,7.09,12.5,1.17,1.52,
1994-05-27,7.12,12.49,1.15,1.51,
1994-05-31,7.17,13.03,1.16,1.51,
1994-06-01,7.12,12.72,1.14,1.53,
1994-06-02,7.07,12.73,1.14,1.54,
1994-06-03,6.98,12.19,1.14,1.52,
1994-06-06,6.91,13.03,1.13,1.55,
1994-06-07,6.95,13.05,1.15,1.54,
1994-06-08,6.96,13.32,1.18,1.56,
1994-06-09,6.98,13.21,1.18,1.53,
1994-06-10,7.03,12.69,1.18,1.53,
1994-06-13,7.07,11.92,1.16,1.56,
1994-06-14,7.0,11.6,1.19,1.56,
1994-06-15,7.1,11.52,1.22,1.52,
1994-06-16,7.07,11.22,1.24,1.56,
1994-06-17,7.14,12.31,1.26,1.58,
1994-06-20,7.16,13.96,1.24,1.58,
1994-06-21,7.22,14.7,1.18,1.55,
1994-06-22,7.13,14.02,1.16,1.55,
1994-06-23,7.1,14.12,1.16,1.57,
1994-06-24,7.22,16.72,1.16,1.55,
1994-06-27,7.18,15.53,1.13,1.55,
1994-06-28,7.26,15.04,1.13,1.53,
1994-06-29,7.24,14.42,1.12,1.54,
1994-06-30,7.34,14.97,1.15,1.52,
1994-07-01,7.34,14.36,1.15,1.51,
1994-07-05,7.31,14.92,1.17,1.53,
1994-07-06,7.32,14.7,1.21,1.54,
1994-07-07,7.3,14.01,1.19,1.53,
1994-07-08,7.42,13.26,1.17,1.51,
1994-07-11,7.47,13.83,1.18,1.49,
1994-07-12,7.43,13.4,1.19,1.5,
1994-07-13,7.41,12.42,1.19,1.5,
1994-07-14,7.25,11.64,1.2,1.51,
1994-07-15,7.25,11.28,1.21,1.51,
1994-07-18,7.2,11.44,1.21,1.52,
1994-07-19,7.15,11.65,1.21,1.55,
1994-07-20,7.25,11.7,1.19,1.52,
1994-07-21,7.27,11.65,1.16,1.5,
1994-07-22,7.29,11.22,1.14,1.49,
1994-07-25,7.27,11.46,1.14,1.49,
1994-07-26,7.28,11.66,1.12,1.49,
1994-07-27,7.34,11.93,1.12,1.47,
1994-07-28,7.29,12.03,1.08,1.46,
1994-07-29,7.12,11.13,1.13,1.49,
1994-08-01,7.13,11.17,1.1,1.5,
1994-08-02,7.11,11.27,1.13,1.49,
1994-08-03,7.09,11.35,1.13,1.51,
1994-08-04,7.12,12.18,1.14,1.49,
1994-08-05,7.28,12.34,1.1,1.47,
1994-08-08,7.28,12.41,1.06,1.45,
1994-08-09,7.33,12.54,1.07,1.46,
1994-08-10,7.3,11.91,1.09,1.49,
1994-08-11,7.36,12.13,1.1,1.49,
1994-08-12,7.27,11.09,1.05,1.51,
1994-08-15,7.3,12.06,1.04,1.48,
1994-08-16,7.19,11.39,0.98,1.5,
1994-08-17,7.15,11.54,1.01,1.51,
1994-08-18,7.28,12.07,1.05,1.47,
1994-08-19,7.27,12.83,1.04,1.51,
1994-08-22,7.31,12.62,1.04,1.51,
1994-08-23,7.28,11.75,1.02,1.52,
